Player,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
Manuel Ramirez,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,6,N/A,9,4,N/A,N/A,N/A,N/A
Jah Reid,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Garrett Reynolds,N/A,N/A,N/A,N/A,5,N/A,5,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jamey Richard,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cyril Richardson,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Weston Richburg,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brian Rimpf,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chad Rinehart,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,6,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rodger Saffold,N/A,N/A,N/A,N/A,N/A,5,7,N/A,5,12,11,8,10,9,11,N/A,N/A
Dru Samia,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stephen Schilling,N/A,N/A,N/A,2,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael Schofield,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,9,8,N/A,7,N/A,N/A,N/A,N/A,N/A
